# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "data/7/genes.gtf" "-o" "feature_counts.txt" "data/7/SRR453566_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_mapped.bam
YDR299W	IV	1059627	1061231	+	1605	1180
YDR300C	IV	1061505	1062791	-	1287	1142
YDR301W	IV	1063352	1067425	+	4074	847
YDR302W	IV	1067731	1068390	+	660	523
YDR303C	IV	1068729	1071386	-	2658	995
YDR304C	IV	1071880	1072557	-	678	1767
YDR305C	IV;IV	1072746;1073402	1073312;1073488	-;-	654	331
YDR306C	IV	1073735	1075171	-	1437	482
tV(CAC)D	IV	1075472	1075544	-	73	0
YDR307W	IV	1075865	1077853	+	1989	886
YDR308C	IV	1078027	1078449	-	423	348
YDR309C	IV	1079048	1080199	-	1152	744
YDR310C	IV	1081128	1084316	-	3189	1579
YDR311W	IV	1085065	1086993	+	1929	512
YDR312W	IV	1087581	1088942	+	1362	724
YDR313C	IV	1089219	1090079	-	861	303
YDR314C	IV	1090433	1092511	-	2079	245
YDR315C	IV	1092741	1093586	-	846	165
YDR316W	IV	1093763	1095178	+	1416	1059
tF(GAA)D	IV;IV	1095370;1095425	1095405;1095461	-;-	73	4
YDR316W-A	IV	1096064	1097386	+	1323	0
YDR316W-B	IV;IV	1096064;1097370	1097368;1101332	+;+	5268	19
YDR317W	IV	1102184	1103428	+	1245	184
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	321
YDR319C	IV	1105003	1105827	-	825	344
YDR320C	IV	1106095	1108101	-	2007	439
YDR320C-A	IV	1108280	1108498	-	219	339
YDR320W-B	IV	1108484	1108621	+	138	1
YDR321W	IV	1108702	1109847	+	1146	1175
YDR322W	IV	1110589	1111692	+	1104	784
YDR322C-A	IV	1112003	1112293	-	291	1449
YDR323C	IV	1112480	1114027	-	1548	230
YDR324C	IV	1114433	1116763	-	2331	1919
YDR325W	IV	1117126	1120233	+	3108	988
YDR326C	IV	1120609	1124925	-	4317	1619
YDR327W	IV	1125302	1125628	+	327	93
YDR328C	IV	1125434	1126018	-	585	1148
YDR329C	IV	1126270	1127595	-	1326	839
YDR330W	IV	1127872	1129374	+	1503	516
YDR331W	IV	1129588	1130823	+	1236	766
YDR332W	IV	1131001	1133070	+	2070	307
YDR333C	IV	1133260	1135431	-	2172	1038
YDR334W	IV	1135932	1140476	+	4545	1463
YDR335W	IV	1141168	1144842	+	3675	2058
YDR336W	IV	1145092	1146036	+	945	200
YDR337W	IV	1146319	1147179	+	861	808
YDR338C	IV	1147379	1149466	-	2088	344
YDR339C	IV	1149951	1150520	-	570	656
tX(XXX)D	IV	1150842	1150941	-	100	0
YDR340W	IV	1150881	1151183	+	303	10
YDR341C	IV	1151803	1153626	-	1824	3982
YDR342C	IV	1154216	1155928	-	1713	477
YDR343C	IV	1159608	1161320	-	1713	228
YDR344C	IV	1162006	1162449	-	444	25
YDR345C	IV	1162957	1164660	-	1704	14613
YDR346C	IV	1167214	1168659	-	1446	3251
YDR347W	IV	1169178	1170143	+	966	996
YDR348C	IV	1170326	1171825	-	1500	1084
YDR349C	IV	1172386	1174176	-	1791	1204
tM(CAU)D	IV	1175829	1175901	+	73	1
YDR350C	IV	1176120	1178174	-	2055	553
YDR351W	IV	1178666	1181260	+	2595	743
YDR352W	IV	1181801	1182754	+	954	533
YDR353W	IV	1183299	1184258	+	960	2836
YDR354W	IV	1184747	1185889	+	1143	976
YDR354C-A	IV	1185139	1185282	-	144	0
YDR355C	IV	1186067	1186369	-	303	1
YDR356W	IV	1186107	1188941	+	2835	771
YDR357C	IV	1189199	1189567	-	369	335
YDR358W	IV	1190059	1191732	+	1674	394
YDR359C	IV	1191936	1194884	-	2949	683
YDR360W	IV	1194598	1195032	+	435	19
YDR361C	IV	1195412	1196263	-	852	1090
YDR362C	IV	1196679	1198697	-	2019	509
YDR363W	IV	1199183	1200553	+	1371	264
tK(CUU)D1	IV	1201750	1201822	+	73	0
YDR363W-A	IV	1202128	1202397	+	270	1355
YDR364C	IV	1202843	1204210	-	1368	369
YDR365C	IV	1204497	1206383	-	1887	2295
YDR365W-B	IV;IV	1206997;1208303	1208301;1212265	+;+	5268	164
YDR365W-A	IV	1206997	1208319	+	1323	0
YDR366C	IV	1212438	1212836	-	399	7
YDR367W	IV;IV	1212848;1212979	1212877;1213614	+;+	666	508
YDR368W	IV	1213904	1214842	+	939	1018
YDR369C	IV	1215016	1217580	-	2565	363
YDR370C	IV	1217782	1219110	-	1329	427
YDR371W	IV	1219413	1220948	+	1536	361
YDR371C-A	IV	1219509	1219613	-	105	0
YDR372C	IV	1221112	1222149	-	1038	1736
YDR373W	IV	1222759	1223331	+	573	672
YDR374C	IV	1223474	1224394	-	921	31
YDR374W-A	IV	1224757	1225026	+	270	276
YDR375C	IV	1225166	1226536	-	1371	858
YDR376W	IV	1226822	1228303	+	1482	582
YDR377W	IV	1228611	1228916	+	306	1923
YDR378C	IV	1229349	1229609	-	261	669
YDR379W	IV	1230167	1233196	+	3030	669
YDR379C-A	IV	1233278	1233517	-	240	98
YDR380W	IV	1234218	1236125	+	1908	254
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	3389
YDR381C-A	IV;IV	1238312;1238825	1238630;1238850	-;-	345	407
YDR382W	IV	1239492	1239824	+	333	10951
YDR383C	IV	1239960	1240676	-	717	172
YDR384C	IV	1241204	1242031	-	828	436
YDR385W	IV	1243230	1245758	+	2529	7609
YDR386W	IV	1246084	1247982	+	1899	333
YDR387C	IV	1248154	1249821	-	1668	478
YDR388W	IV	1250186	1251634	+	1449	1499
YDR389W	IV	1252537	1254501	+	1965	931
YDR390C	IV	1254937	1256847	-	1911	1144
tG(CCC)D	IV	1257008	1257079	-	72	0
YDR391C	IV	1257358	1258056	-	699	153
YDR392W	IV	1258696	1259709	+	1014	544
YDR393W	IV	1259901	1261271	+	1371	622
YDR394W	IV	1261681	1262967	+	1287	2607
YDR395W	IV	1263324	1266158	+	2835	2069
YDR396W	IV	1266295	1266795	+	501	36
YDR397C	IV;IV	1266366;1266862	1266769;1266898	-;-	441	13
YDR398W	IV	1267471	1269402	+	1932	1282
YDR399W	IV	1270068	1270733	+	666	5544
YDR400W	IV	1271063	1272085	+	1023	419
YDR401W	IV	1272223	1272786	+	564	0
YDR402C	IV	1272234	1273703	-	1470	35
YDR403W	IV	1274602	1276212	+	1611	119
YDR404C	IV	1276654	1277169	-	516	643
YDR405W	IV	1277646	1278437	+	792	898
YDR406W	IV	1279210	1283799	+	4590	650
YDR406W-A	IV	1283799	1284044	+	246	0
YDR407C	IV	1284069	1287938	-	3870	1017
YDR408C	IV	1288215	1288859	-	645	1936
YDR409W	IV	1289406	1292120	+	2715	573
YDR410C	IV	1292372	1293091	-	720	355
YDR411C	IV	1293369	1294394	-	1026	644
YDR412W	IV	1294693	1295400	+	708	103
YDR413C	IV	1294836	1295411	-	576	0
YDR414C	IV	1295598	1296686	-	1089	596
YDR415C	IV	1297037	1298161	-	1125	547
YDR416W	IV	1298432	1301011	+	2580	516
YDR417C	IV	1301555	1301926	-	372	1
YDR418W	IV	1301616	1302113	+	498	2069
YDR419W	IV	1303174	1305072	+	1899	556
tS(AGA)D3	IV	1305630	1305712	+	83	2
YDR420W	IV	1306267	1311675	+	5409	830
YDR421W	IV	1312040	1314892	+	2853	366
YDR422C	IV	1315326	1317773	-	2448	703
YDR423C	IV	1318046	1319275	-	1230	368
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	452
YDR425W	IV	1320064	1321941	+	1878	247
YDR426C	IV	1321629	1322006	-	378	0
YDR427W	IV	1322205	1323386	+	1182	2014
YDR428C	IV	1323454	1324239	-	786	267
YDR429C	IV	1324477	1325301	-	825	3413
YDR430C	IV	1325501	1328470	-	2970	1336
YDR431W	IV	1328390	1328701	+	312	0
YDR432W	IV	1328783	1330027	+	1245	2272
YDR433W	IV	1329600	1330040	+	441	9
YDR434W	IV	1331237	1332841	+	1605	1221
YDR435C	IV	1332983	1333969	-	987	388
YDR436W	IV	1334821	1336953	+	2133	367
YDR437W	IV	1337352	1337774	+	423	71
YDR438W	IV	1338274	1339386	+	1113	227
YDR439W	IV	1339676	1340719	+	1044	268
YDR440W	IV	1342493	1344241	+	1749	480
YDR441C	IV	1344517	1345062	-	546	438
YDR442W	IV	1345647	1346039	+	393	5
YDR443C	IV	1345676	1349938	-	4263	427
YDR444W	IV	1350290	1352353	+	2064	466
YDR445C	IV	1352182	1352589	-	408	0
tK(CUU)D2	IV	1352466	1352538	-	73	0
YDR446W	IV	1353725	1354633	+	909	5
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	13687
YDR448W	IV	1356065	1357369	+	1305	419
YDR449C	IV	1357580	1358902	-	1323	773
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	14215
YDR451C	IV	1361120	1362181	-	1062	611
YDR452W	IV	1362878	1364902	+	2025	2941
YDR453C	IV	1365072	1365662	-	591	73
YDR454C	IV	1366264	1366827	-	564	2192
YDR455C	IV	1367373	1367681	-	309	3
YDR456W	IV	1367485	1369386	+	1902	986
YDR457W	IV	1369790	1379596	+	9807	2633
YDR458C	IV	1380055	1382046	-	1992	882
YDR459C	IV	1382319	1383443	-	1125	356
YDR460W	IV	1383811	1384776	+	966	435
YDR461W	IV	1385176	1385286	+	111	1077
YDR461C-A	IV	1385524	1385766	-	243	97
YDR462W	IV	1386073	1386516	+	444	473
YDR463W	IV	1386816	1388375	+	1560	1359
YDR464W	IV	1388872	1393179	+	4308	1000
YDR464C-A	IV	1392492	1392680	-	189	0
YDR465C	IV	1393336	1394574	-	1239	964
YDR466W	IV	1395121	1397817	+	2697	434
YDR467C	IV	1397583	1397909	-	327	24
YDR468C	IV	1398026	1398700	-	675	635
YDR469W	IV	1399015	1399542	+	528	496
YDR470C	IV	1399706	1401214	-	1509	554
YDR471W	IV;IV	1401770;1402185	1401800;1402564	+;+	411	7321
snR13	IV	1402919	1403042	+	124	22
YDR472W	IV	1403322	1404173	+	852	483
YDR473C	IV	1404445	1405854	-	1410	390
YDR475C	IV	1407464	1410094	-	2631	722
YDR476C	IV	1410453	1411127	-	675	369
YDR477W	IV	1412373	1414274	+	1902	1307
YDR478W	IV	1414575	1415171	+	597	212
YDR479C	IV	1415210	1416874	-	1665	542
YDR480W	IV	1417399	1418370	+	972	280
YDR481C	IV	1418550	1420250	-	1701	1573
YDR482C	IV	1420431	1420838	-	408	211
YDR483W	IV	1421157	1422485	+	1329	2645
YDR484W	IV	1422763	1424688	+	1926	372
YDR485C	IV	1424820	1427207	-	2388	561
YDR486C	IV	1427431	1428120	-	690	416
YDR487C	IV	1428354	1428980	-	627	1316
YDR488C	IV	1429188	1430789	-	1602	277
YDR489W	IV	1431012	1431896	+	885	162
YDR490C	IV	1431968	1434268	-	2301	511
YDR491C	IV	1434500	1434991	-	492	54
YDR492W	IV	1434924	1435874	+	951	438
YDR493W	IV	1436217	1436588	+	372	399
YDR494W	IV	1436930	1438015	+	1086	1306
YDR495C	IV	1438115	1441150	-	3036	409
YDR496C	IV	1441433	1443403	-	1971	1853
YDR497C	IV	1443713	1445467	-	1755	11308
YDR498C	IV	1445843	1446994	-	1152	366
YDR499W	IV	1447830	1450073	+	2244	461
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	5343
YDR501W	IV	1451353	1452918	+	1566	272
YDR502C	IV	1453310	1454464	-	1155	19096
YDR503C	IV	1455042	1455866	-	825	228
YDR504C	IV	1456311	1456694	-	384	151
YDR505C	IV	1456695	1459220	-	2526	1036
YDR506C	IV	1459728	1461554	-	1827	288
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	0
YDR507C	IV	1462358	1465786	-	3429	1770
YDR508C	IV	1466453	1468444	-	1992	2485
YDR509W	IV	1468226	1468573	+	348	1
YDR510W	IV	1469400	1469705	+	306	1126
YDR510C-A	IV	1469695	1469811	-	117	16
YDR511W	IV	1470017	1470418	+	402	357
YDR512C	IV	1470500	1471063	-	564	302
YDR513W	IV	1471017	1471448	+	432	470
YDR514C	IV	1471548	1472999	-	1452	552
YDR515W	IV	1473429	1474772	+	1344	664
YDR516C	IV	1474974	1476476	-	1503	571
YDR517W	IV	1477239	1478357	+	1119	972
YDR518W	IV	1478608	1480161	+	1554	438
YDR519W	IV	1480425	1480832	+	408	1090
YDR520C	IV	1481085	1483403	-	2319	329
YDR521W	IV	1483141	1483476	+	336	0
YDR522C	IV	1483795	1485303	-	1509	69
YDR523C	IV	1485566	1487038	-	1473	40
YDR524C	IV	1487542	1488990	-	1449	612
YDR524W-C	IV	1489403	1489492	+	90	6574
YDR524C-B	IV	1489598	1489798	-	201	15756
YDR524C-A	IV	1489871	1489990	-	120	0
YDR525W	IV	1489905	1490234	+	330	4
YDR525W-A	IV	1490596	1490835	+	240	114
YDR526C	IV	1491075	1491545	-	471	0
YDR527W	IV	1491094	1492413	+	1320	427
snR84	IV	1492477	1493026	-	550	85
YDR528W	IV	1494586	1495857	+	1272	423
YDR529C	IV	1496165	1496548	-	384	3279
YDR530C	IV	1496791	1497768	-	978	261
YDR531W	IV	1498232	1499335	+	1104	1433
YDR532C	IV	1499396	1500553	-	1158	337
YDR533C	IV	1501447	1502160	-	714	999
YDR534C	IV	1503314	1504900	-	1587	48
YDR535C	IV;IV	1506606;1507315	1507058;1507362	-;-	501	28
YDR536W	IV	1508005	1509714	+	1710	85
YDR537C	IV	1510856	1511461	-	606	1
YDR538W	IV	1510902	1511630	+	729	34
YDR539W	IV	1512094	1513605	+	1512	239
YDR540C	IV	1517136	1517675	-	540	107
YDR541C	IV	1519664	1520698	-	1035	388
YDR542W	IV	1523249	1523611	+	363	1
YDR543C	IV	1524634	1524933	-	300	0
YDR544C	IV	1525095	1525523	-	429	0
YDR545W	IV	1526321	1531711	+	5391	220
YDR545C-A	IV	1530863	1531342	-	480	0
YOL166W-A	XV	585	740	+	156	0
YOL166C	XV	1000	1338	-	339	1
YOL165C	XV	1647	2078	-	432	8
YOL164W-A	XV	4130	4312	+	183	20
YOL164W	XV	6175	8115	+	1941	916
YOL163W	XV	9597	10106	+	510	138
YOL162W	XV	10119	10766	+	648	66
YOL161C	XV	11549	11911	-	363	0
YOL160W	XV	14313	14654	+	342	12
YOL159C-A	XV	15233	15505	-	273	96
YOL159C	XV	17281	17796	-	516	163
YOL158C	XV	19491	21311	-	1821	2839
YOL157C	XV	22525	24294	-	1770	111
YOL156W	XV	25273	26976	+	1704	73
YOL155W-A	XV	27084	27218	+	135	13
YOL155C	XV	28703	31606	-	2904	1636
YOL154W	XV	34658	35407	+	750	74
YOL153C	XV	36822	38567	-	1746	210
YOL152W	XV	40748	42610	+	1863	134
YOL151W	XV	43694	44722	+	1029	785
YOL150C	XV	44473	44784	-	312	0
YOL149W	XV	44938	45633	+	696	678
YOL148C	XV	45760	47574	-	1815	581
YOL147C	XV	47933	48643	-	711	933
YOL146W	XV	48864	49448	+	585	182
YOL145C	XV	49555	52788	-	3234	2010
YOL144W	XV	53098	54552	+	1455	483
YOL143C	XV	54595	55104	-	510	729
YOL142W	XV	55558	56280	+	723	643
YOL141W	XV	56452	58539	+	2088	192
YOL140W	XV	58759	60030	+	1272	1657
YOL139C	XV	60383	61024	-	642	4858
YOL138C	XV	61325	65350	-	4026	668
YOL137W	XV	65621	67114	+	1494	419
YOL136C	XV	67561	68754	-	1194	557
YOL135C	XV	69376	70044	-	669	274
YOL134C	XV	70156	70545	-	390	1
YOL133W	XV	70325	70690	+	366	144
YOL132W	XV	71300	72715	+	1416	72
YOL131W	XV	73031	73357	+	327	7
YOL130W	XV	74400	76979	+	2580	976
YOL129W	XV	77560	78114	+	555	1113
YOL128C	XV	78352	79479	-	1128	167
YOL127W	XV;XV	80348;80775	80360;81190	+;+	429	15480
YOL126C	XV	81787	82920	-	1134	118
YOL125W	XV	83834	85264	+	1431	461
YOL124C	XV	85456	86757	-	1302	1004
YOL123W	XV	87844	89448	+	1605	2234
YOL122C	XV	89692	91419	-	1728	1202
YOL121C	XV;XV	92026;92831	92440;92850	-;-	435	7315
YOL120C	XV;XV	93395;94291	93843;94402	-;-	561	17076
YOL119C	XV	94856	96361	-	1506	1259
YOL118C	XV	96608	96916	-	309	220
YOL117W	XV	97551	99488	+	1938	294
YOL116W	XV	99809	100957	+	1149	428
YOL115W	XV	101475	103229	+	1755	817
YOL114C	XV	103317	103925	-	609	42
YOL113W	XV	104326	106293	+	1968	719
YOL112W	XV	106710	108188	+	1479	680
YOL111C	XV	108258	108896	-	639	360
YOL110W	XV	109176	109889	+	714	321
YOL109W	XV	110297	110638	+	342	20588
tG(UCC)O	XV	110962	111033	-	72	0
YOL108C	XV	111431	111886	-	456	335
YOL107W	XV	112102	113130	+	1029	350
YOL106W	XV	113226	113579	+	354	39
tT(AGU)O1	XV	113802	113874	+	73	0
YOL105C	XV	114138	115808	-	1671	249
YOL104C	XV	116396	117454	-	1059	9
YOL103W-B	XV;XV	118000;119306	119304;123268	+;+	5268	137
YOL103W-A	XV	118000	119322	+	1323	0
YOL103W	XV	124001	125830	+	1830	1710
YOL102C	XV	125997	126689	-	693	330
YOL101C	XV	126982	127920	-	939	36
YOL100W	XV	129237	132482	+	3246	508
YOL099C	XV	132017	132508	-	492	9
YOL098C	XV	132725	135838	-	3114	2169
snR58	XV	136088	136183	-	96	14
YOL097W-A	XV	136220	136405	+	186	17
YOL097C	XV	136527	137825	-	1299	2814
YOL096C	XV	138107	139045	-	939	294
YOL095C	XV	139227	141347	-	2121	298
YOL094C	XV	141584	142555	-	972	350
YOL093W	XV	142815	143696	+	882	593
YOL092W	XV	144204	145130	+	927	1766
YOL091W	XV	145334	147163	+	1830	127
YOL090W	XV	147382	150276	+	2895	1170
YOL089C	XV	150398	153490	-	3093	412
YOL088C	XV	153912	154745	-	834	728
YOL087C	XV	155287	158637	-	3351	1009
YOL086W-A	XV	159173	159445	+	273	302
YOL086C	XV	159548	160594	-	1047	60595
YOL085W-A	XV	161579	161791	+	213	26
YOL085C	XV	161673	162014	-	342	12
YOL084W	XV	162356	165331	+	2976	347
YOL083W	XV	165714	166952	+	1239	120
YOL083C-A	XV	166461	166601	-	141	0
YOL082W	XV	168727	169974	+	1248	495
YOL081W	XV	171070	180309	+	9240	1284
YOL080C	XV	180558	181427	-	870	224
YOL079W	XV	181057	181455	+	399	0
YOL078W	XV	181682	185212	+	3531	408
YOL077W-A	XV	185438	185644	+	207	1010
YOL077C	XV	185848	186723	-	876	1781
YOL076W	XV	187024	189414	+	2391	1141
YOL075C	XV	189658	193542	-	3885	434
YOL073C	XV	193832	194800	-	969	259
YOL072W	XV	194970	196337	+	1368	265
YOL071W	XV	196507	196995	+	489	369
YOL070C	XV	197220	198725	-	1506	713
YOL069W	XV	198942	200297	+	1356	306
YOL068C	XV	200368	201879	-	1512	1089
YOL067C	XV	201985	202518	-	534	324
YOL066C	XV	202696	204471	-	1776	512
YOL065C	XV	204731	205885	-	1155	245
YOL064C	XV	206103	207176	-	1074	4286
YOL063C	XV	207392	210265	-	2874	570
YOL062C	XV	210520	211995	-	1476	1245
YOL061W	XV	212244	213734	+	1491	2278
YOL060C	XV	214017	216137	-	2121	1122
YOL059W	XV	217126	218448	+	1323	1421
YOL058W	XV	219211	220473	+	1263	8304
YOL057W	XV	220767	222902	+	2136	984
YOL056W	XV	223268	224179	+	912	359
YOL055C	XV	224420	226075	-	1656	279
tG(GCC)O1	XV	226611	226681	-	71	0
tN(GUU)O1	XV	228331	228404	+	74	0
YOL054W	XV	228614	229834	+	1221	375
YOL053W	XV	230085	231272	+	1188	394
YOL052C-A	XV	231570	231755	-	186	106
YOL052C	XV	232446	233636	-	1191	643
snR81	XV	234346	234546	+	201	6
YOL051W	XV	234940	238185	+	3246	1379
YOL050C	XV	237882	238202	-	321	13
YOL049W	XV	238619	240094	+	1476	1676
YOL048C	XV;XV	240204;241026	240947;241310	-;-	1029	387
YOL047C	XV;XV	241614;242505	242441;242747	-;-	1071	33
YOL046C	XV	243466	244140	-	675	5
YOL045W	XV	243497	246802	+	3306	514
YOL044W	XV	247150	248301	+	1152	237
YOL043C	XV	248392	249534	-	1143	221
YOL042W	XV	249825	250916	+	1092	464
YOL041C	XV	251267	252646	-	1380	1718
YOL040C	XV	253149	253577	-	429	12341
YOL039W	XV	254297	254617	+	321	5844
YOL038C-A	XV	254926	255021	-	96	76
YOL038W	XV	255337	256101	+	765	2402
YOL037C	XV	256666	257019	-	354	10
YOL036W	XV	256745	259030	+	2286	709
YOL035C	XV	258803	259105	-	303	7
snR50	XV	259489	259578	+	90	8
YOL034W	XV	259923	263204	+	3282	566
YOL033W	XV	263475	265085	+	1611	673
YOL032W	XV	265429	266169	+	741	345
YOL031C	XV	266264	267529	-	1266	606
YOL030W	XV	268187	269641	+	1455	3695
YOL029C	XV	269815	270420	-	606	304
YOL028C	XV	270633	271370	-	738	418
YOL027C	XV	272003	273724	-	1722	2031
YOL026C	XV	274012	274353	-	342	302
tS(GCU)O	XV;XV	274673;274729	274709;274773	+;+	82	2
YOL025W	XV	274957	276939	+	1983	215
YOL024W	XV	277086	277604	+	519	6
YOL023W	XV	278056	280086	+	2031	603
YOL022C	XV	280272	281498	-	1227	818
tG(GCC)O2	XV	282164	282234	+	71	0
YOL021C	XV	282421	285426	-	3006	1575
YOL020W	XV	286172	287950	+	1779	1242
tY(GUA)O	XV;XV	288192;288245	288230;288280	+;+	75	0
YOL019W-A	XV	288420	288572	+	153	0
YOL019W	XV	288898	290553	+	1656	873
YOL018C	XV	290881	292074	-	1194	411
YOL017W	XV	292529	294673	+	2145	381
YOL016C	XV	294777	296120	-	1344	912
YOL015W	XV	297078	298838	+	1761	66
YOL014W	XV	299693	300067	+	375	188
YOL013W-B	XV	300690	300980	+	291	8
YOL013W-A	XV	301047	301238	+	192	3
tP(UGG)O1	XV;XV	301097;301163	301132;301198	+;+	72	0
YOL013C	XV	301380	303035	-	1656	453
YOL012C	XV	303579	303983	-	405	874
YOL011W	XV	305349	307409	+	2061	924
YOL010W	XV	307938	309041	+	1104	983
YOL009C	XV	309324	310139	-	816	191
YOL008W	XV	310312	310935	+	624	205
YOL007C	XV	311342	312367	-	1026	573
YOL006C	XV	313078	315387	-	2310	1315
YOL005C	XV	315813	316175	-	363	452
YOL004W	XV	316938	321548	+	4611	2087
YOL003C	XV	321858	322994	-	1137	420
YOL002C	XV	323411	324364	-	954	876
YOL001W	XV	325249	326130	+	882	288
YOR001W	XV	326832	329033	+	2202	836
YOR002W	XV	329417	331051	+	1635	1531
YOR003W	XV	331455	332891	+	1437	231
YOR004W	XV	333592	334356	+	765	767
YOR005C	XV	334509	337343	-	2835	353
YOR006C	XV	337680	338621	-	942	617
YOR007C	XV	338938	339978	-	1041	5414
tR(ACG)O	XV	340299	340371	-	73	0
YOR008C	XV	341278	342414	-	1137	1546
YOR008C-A	XV	342857	343081	-	225	12
YOR008W-B	XV	343929	344030	+	102	12
YOR009W	XV	344335	345798	+	1464	98
YOR010C	XV	346195	346950	-	756	116
YOR011W	XV	349679	353863	+	4185	487
tT(AGU)O2	XV	354041	354113	-	73	6
YOR011W-A	XV	355652	355858	+	207	5
YOR012W	XV	356543	356956	+	414	56
YOR013W	XV	356751	357221	+	471	24
YOR014W	XV	357674	359947	+	2274	1371
YOR015W	XV	359993	360352	+	360	205
YOR016C	XV	360461	361084	-	624	630
YOR017W	XV	361412	363814	+	2403	693
YOR018W	XV	364369	366882	+	2514	351
YOR019W	XV	368127	370319	+	2193	135
YOR020C	XV	370524	370844	-	321	4407
YOR020W-A	XV	371685	371957	+	273	350
YOR021C	XV	372798	373439	-	642	1396
YOR022C	XV	373710	375857	-	2148	313
YOR023C	XV	376012	377712	-	1701	757
YOR024W	XV	377847	378170	+	324	1
YOR025W	XV	378219	379562	+	1344	500
YOR026W	XV	379781	380806	+	1026	325
YOR027W	XV	381053	382822	+	1770	4663
YOR028C	XV	383533	384420	-	888	83
YOR029W	XV	384600	384935	+	336	2
YOR030W	XV	386825	388684	+	1860	416
YOR031W	XV	389213	389422	+	210	109
YOR032C	XV	389771	391075	-	1305	105
YOR032W-A	XV	392176	392376	+	201	1
YOR033C	XV	392416	394524	-	2109	613
YOR034C	XV	394837	397086	-	2250	451
YOR034C-A	XV	397426	397668	-	243	19
YOR035C	XV	397735	400104	-	2370	513
YOR036W	XV	400348	401214	+	867	607
YOR037W	XV	401555	402655	+	1101	380
YOR038C	XV	402761	405388	-	2628	528
YOR039W	XV	405768	406544	+	777	917
YOR040W	XV	407064	407921	+	858	148
snR9	XV	407948	408134	-	187	49
YOR041C	XV	408358	408789	-	432	0
YOR042W	XV	408425	409660	+	1236	851
snR62	XV	409765	409864	-	100	38
YOR043W	XV	410870	412330	+	1461	1088
YOR044W	XV	413007	413480	+	474	79
YOR045W	XV	413852	414037	+	186	682
YOR046C	XV	414459	415907	-	1449	1867
YOR047C	XV	416347	417681	-	1335	474
YOR048C	XV	418630	421650	-	3021	1657
YOR049C	XV	422668	423732	-	1065	171
YOR050C	XV	424270	424617	-	348	67
YOR051C	XV	424846	426084	-	1239	1470
YOR052C	XV	426772	427224	-	453	1146
YOR053W	XV	427817	428158	+	342	3
YOR054C	XV	427833	429857	-	2025	286
YOR055W	XV	429478	429912	+	435	12
YOR056C	XV	430247	431626	-	1380	1142
YOR057W	XV	432186	433373	+	1188	602
YOR058C	XV	433688	436345	-	2658	570
tK(UUU)O	XV;XV	438643;438703	438679;438738	+;+	73	6
YOR059C	XV	438906	440258	-	1353	753
YOR060C	XV	440390	441163	-	774	140
YOR061W	XV	441534	442553	+	1020	1292
YOR062C	XV	442725	443531	-	807	142
YOR063W	XV	444686	445849	+	1164	47403
YOR064C	XV	446079	446738	-	660	307
YOR065W	XV	447439	448368	+	930	3790
YOR066W	XV	449436	451325	+	1890	395
YOR067C	XV	451729	453462	-	1734	1214
YOR069W	XV	453768	455795	+	2028	577
YOR068C	XV	453869	454213	-	345	0
YOR070C	XV	455907	457820	-	1914	408
YOR071C	XV	459480	461276	-	1797	538
YOR072W	XV	461502	461816	+	315	14
YOR072W-A	XV	461791	462039	+	249	5
tP(UGG)O2	XV;XV	464450;464516	464485;464551	+;+	72	0
YOR072W-B	XV	464469	464630	+	162	0
YOR073W	XV	464771	466543	+	1773	500
YOR074C	XV	466675	467589	-	915	346
YOR073W-A	XV	467390	467623	+	234	1
YOR075W	XV	468212	469252	+	1041	378
YOR076C	XV	469377	471620	-	2244	404
YOR077W	XV	471899	472597	+	699	152
YOR078W	XV	472725	473369	+	645	810
YOR079C	XV	473475	474416	-	942	457
YOR080W	XV	474594	476792	+	2199	350
YOR081C	XV	476939	479188	-	2250	531
YOR082C	XV	479296	479637	-	342	0
YOR083W	XV	479533	480420	+	888	167
YOR084W	XV	480587	481750	+	1164	352
YOR085W	XV	482033	483085	+	1053	1274
YOR086C	XV	483219	486779	-	3561	2826
tN(GUU)O2	XV	487439	487512	+	74	0
YOR087W	XV	487707	489734	+	2028	1127
YOR089C	XV	490196	490828	-	633	957
YOR090C	XV	491123	492841	-	1719	873
YOR091W	XV	493433	494470	+	1038	1171
YOR092W	XV	495127	496968	+	1842	976
YOR093C	XV	497506	502452	-	4947	1050
YOR094W	XV	502795	503346	+	552	346
YOR095C	XV	503552	504328	-	777	1088
YOR096W	XV;XV	505794;506339	505937;506767	+;+	573	16365
YOR097C	XV	506978	507505	-	528	285
YOR098C	XV	507948	511178	-	3231	1383
YOR099W	XV	511825	513006	+	1182	2330
YOR100C	XV	513295	514278	-	984	60
YOR101W	XV	515244	516173	+	930	943
YOR102W	XV	516423	516773	+	351	5
YOR103C	XV	516449	516841	-	393	16
